Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
42,Travel_Rarely,1014,Human Resources,3,2,60,Healthcare Representative,Human Resources,3,M,1,2,2,2,Single,5,No,19,1,1,30,3,29,18,15,1,Yes
52,Travel_Frequently,135,Research & Development,47,3,103,Manager,Other,3,M,1,5,5,5,Single,2,No,13,1,2,19,2,28,8,0,8,No
44,Non-Travel,364,Sales,22,1,62,Healthcare Representative,Medical,4,F,2,0,1,1,Married,2,No,23,1,0,28,4,1,10,7,3,No
21,Travel_Rarely,1092,Research & Development,36,3,75,Manager,Human Resources,4,M,4,4,5,2,Married,8,No,12,4,2,10,2,38,12,5,17,Yes
27,Non-Travel,1304,Sales,30,1,45,Healthcare Representative,Human Resources,4,F,3,1,1,1,Single,2,No,17,1,1,21,4,35,12,12,14,Yes
53,Travel_Frequently,530,Sales,42,1,76,Sales Representative,Medical,4,M,1,6,5,5,Married,3,No,21,2,0,26,1,10,4,3,8,No
58,Travel_Rarely,555,Research & Development,5,2,121,Manufacturing Director,Life Sciences,4,M,1,4,5,2,Married,6,No,24,3,1,9,4,4,16,13,6,No
49,Travel_Frequently,1367,Research & Development,24,4,90,Human Resources,Life Sciences,2,F,4,2,2,2,Single,5,No,24,4,3,21,2,40,12,13,9,Yes
56,Non-Travel,1170,Sales,31,2,144,Sales Executive,Technical Degree,4,F,1,5,5,5,Married,1,No,18,3,1,22,4,20,17,1,17,No
29,Travel_Rarely,1263,Research & Development,2,4,150,Sales Executive,Other,3,F,1,0,1,1,Married,8,No,20,1,2,39,1,0,8,11,14,Yes
25,Travel_Rarely,1045,Human Resources,26,4,78,Research Scientist,Sales,2,F,2,3,2,2,Married,1,No,17,4,3,10,2,12,20,5,6,Yes
57,Travel_Rarely,515,Research & Development,46,3,44,Laboratory Technician,Human Resources,3,M,3,2,2,2,Single,5,No,12,4,1,29,4,25,6,15,13,Yes
39,Travel_Frequently,1228,Research & Development,6,2,133,Research Director,Life Sciences,2,M,4,5,5,5,Divorced,5,No,12,2,0,22,1,36,10,6,2,Yes
52,Travel_Rarely,195,Human Resources,13,2,73,Sales Representative,Human Resources,2,M,3,6,5,5,Married,5,No,13,3,1,39,4,11,13,4,9,Yes
18,Non-Travel,1114,Research & Development,48,2,141,Research Director,Sales,2,M,4,4,5,2,Single,7,No,22,3,1,37,2,9,10,15,15,No
30,Non-Travel,1141,Research & Development,19,3,49,Sales Representative,Other,4,M,4,0,1,1,Married,8,No,25,2,2,8,3,40,10,13,11,Yes
32,Travel_Rarely,571,Research & Development,24,1,124,Human Resources,Technical Degree,2,M,2,1,1,1,Divorced,1,No,20,1,1,40,2,24,8,2,3,No
41,Non-Travel,1470,Research & Development,4,2,55,Manager,Life Sciences,3,M,2,6,5,5,Single,4,No,21,3,1,14,4,13,4,3,12,No
32,Travel_Frequently,362,Research & Development,50,4,130,Research Director,Medical,2,F,2,0,1,1,Divorced,6,No,12,1,3,8,1,23,13,10,10,Yes
60,Travel_Rarely,1396,Research & Development,24,3,85,Sales Executive,Technical Degree,3,M,4,5,5,5,Divorced,5,No,25,3,2,28,3,40,9,5,11,No
49,Travel_Rarely,1058,Sales,39,1,119,Sales Representative,Sales,4,F,2,6,5,5,Divorced,2,No,11,3,0,11,1,32,13,13,6,Yes
50,Non-Travel,712,Sales,21,1,134,Human Resources,Technical Degree,2,F,3,2,2,2,Divorced,7,No,12,3,1,0,4,21,6,15,8,No
46,Travel_Frequently,435,Human Resources,2,1,39,Healthcare Representative,Sales,4,M,3,0,1,1,Divorced,4,No,18,2,0,0,1,5,3,8,5,Yes
46,Travel_Frequently,288,Research & Development,5,4,91,Research Scientist,Human Resources,4,F,1,2,2,2,Single,2,No,20,4,2,33,4,24,6,5,11,No
25,Travel_Frequently,713,Human Resources,6,5,104,Sales Executive,Sales,2,F,4,3,2,2,Single,7,No,23,1,3,40,4,30,0,2,15,Yes
18,Travel_Frequently,259,Human Resources,35,4,102,Manufacturing Director,Other,3,F,2,1,1,1,Married,6,No,14,4,3,3,4,30,19,13,14,Yes
59,Travel_Rarely,264,Sales,15,2,77,Research Scientist,Human Resources,2,F,2,0,1,1,Single,0,No,13,3,0,27,4,14,9,5,4,No
55,Non-Travel,197,Human Resources,11,4,74,Manufacturing Director,Human Resources,4,M,1,4,5,2,Single,5,No,12,1,3,26,1,4,18,9,17,Yes
34,Travel_Frequently,596,Sales,24,3,136,Research Director,Other,3,F,3,5,5,5,Married,1,No,21,4,2,31,2,10,19,3,9,No
30,Travel_Rarely,713,Research & Development,24,4,114,Sales Executive,Technical Degree,3,M,4,2,2,2,Single,0,No,16,2,2,17,3,22,2,5,8,Yes
18,Travel_Frequently,1242,Research & Development,25,3,137,Research Scientist,Technical Degree,1,M,1,2,2,2,Married,8,No,11,4,2,24,3,11,17,12,8,No
21,Travel_Frequently,289,Sales,15,1,35,Human Resources,Life Sciences,2,M,4,5,5,5,Married,3,No,23,3,0,30,1,11,4,1,12,No
46,Non-Travel,163,Human Resources,19,3,81,Sales Representative,Life Sciences,2,F,2,1,1,1,Divorced,1,No,23,1,2,5,2,3,5,1,6,No
51,Non-Travel,726,Human Resources,13,1,128,Human Resources,Technical Degree,2,M,1,1,1,1,Divorced,8,No,11,2,0,0,4,30,10,3,11,Yes
58,Non-Travel,230,Human Resources,25,3,39,Laboratory Technician,Human Resources,1,M,2,0,1,1,Married,7,No,13,1,1,28,3,6,12,5,8,Yes
30,Travel_Rarely,399,Human Resources,33,4,43,Sales Representative,Other,4,F,1,6,5,5,Single,0,No,15,2,2,17,3,5,18,1,7,Yes
50,Travel_Rarely,1355,Human Resources,1,4,32,Laboratory Technician,Technical Degree,4,F,2,3,2,2,Single,4,No,10,3,2,32,2,18,13,7,13,No
38,Travel_Rarely,1336,Sales,15,4,37,Sales Representative,Human Resources,1,M,3,0,1,1,Single,2,No,18,3,2,39,1,20,2,7,0,Yes
57,Travel_Rarely,1153,Sales,15,5,48,Research Director,Human Resources,4,F,2,2,2,2,Married,0,No,24,1,3,29,1,39,2,7,8,No
48,Travel_Frequently,882,Sales,44,4,104,Research Scientist,Life Sciences,3,M,4,5,5,5,Single,6,No,19,4,2,28,3,40,14,4,12,No
24,Non-Travel,996,Sales,21,2,74,Sales Executive,Technical Degree,1,M,4,5,5,5,Married,8,No,25,1,0,35,4,40,14,9,13,Yes
39,Non-Travel,1020,Sales,36,5,35,Manager,Sales,2,M,4,3,2,2,Divorced,3,No,15,2,3,26,3,18,18,15,6,Yes
40,Non-Travel,542,Sales,33,5,115,Manager,Technical Degree,1,F,4,1,1,1,Divorced,7,No,12,4,2,25,4,18,1,0,3,No
22,Travel_Frequently,556,Research & Development,39,1,79,Sales Representative,Other,3,M,1,0,1,1,Married,1,No,25,1,1,22,1,10,20,12,6,Yes
22,Travel_Frequently,697,Human Resources,37,4,140,Research Director,Medical,2,M,2,1,1,1,Married,5,No,21,1,3,27,2,31,19,15,14,Yes
54,Travel_Rarely,1084,Sales,14,4,53,Human Resources,Life Sciences,2,M,2,3,2,2,Married,1,No,11,3,3,36,1,6,12,0,10,Yes
42,Non-Travel,111,Human Resources,39,5,78,Research Director,Other,1,F,1,0,1,1,Divorced,7,No,14,3,3,28,3,18,8,2,9,No
48,Travel_Frequently,1400,Research & Development,30,2,75,Research Scientist,Technical Degree,4,F,1,3,2,2,Single,8,No,25,1,0,32,3,25,6,9,2,Yes
48,Travel_Rarely,1192,Human Resources,25,5,125,Research Director,Technical Degree,2,M,4,3,2,2,Single,7,No,16,3,3,4,1,36,11,11,0,Yes
50,Non-Travel,502,Sales,15,1,79,Laboratory Technician,Other,4,M,1,0,1,1,Divorced,0,No,21,3,0,15,3,32,12,0,14,Yes
49,Non-Travel,921,Sales,29,1,79,Sales Representative,Technical Degree,4,F,4,4,5,2,Divorced,0,No,25,4,1,25,1,38,16,1,6,No
60,Non-Travel,314,Sales,30,4,68,Manufacturing Director,Other,1,M,2,1,1,1,Divorced,2,No,23,2,3,0,3,23,16,9,0,Yes
51,Non-Travel,1150,Human Resources,43,4,85,Manager,Medical,1,M,2,3,2,2,Single,5,No,22,1,3,11,1,1,18,13,6,No
43,Non-Travel,1290,Human Resources,6,3,107,Research Scientist,Life Sciences,3,F,4,3,2,2,Single,0,No,10,1,1,21,4,0,14,14,11,Yes
42,Travel_Rarely,475,Human Resources,46,5,46,Research Director,Sales,3,F,2,6,5,5,Married,0,No,22,3,3,14,4,7,14,0,5,Yes
47,Travel_Rarely,1471,Research & Development,22,1,89,Sales Representative,Life Sciences,2,F,2,2,2,2,Married,0,No,18,4,1,30,4,33,17,13,17,No
48,Travel_Rarely,1384,Research & Development,17,5,108,Human Resources,Medical,3,M,3,0,1,1,Single,3,No,20,3,3,17,3,9,17,9,15,Yes
41,Travel_Rarely,972,Human Resources,7,4,134,Manufacturing Director,Medical,1,M,1,5,5,5,Divorced,4,No,23,2,2,12,1,5,0,6,5,No
41,Non-Travel,334,Sales,44,5,141,Sales Executive,Other,2,F,4,1,1,1,Single,7,No,10,1,3,31,2,22,8,6,14,No
36,Travel_Frequently,1045,Human Resources,7,2,47,Laboratory Technician,Medical,3,F,1,1,1,1,Divorced,0,No,12,1,0,28,1,31,6,11,11,No
28,Travel_Frequently,690,Human Resources,44,4,89,Sales Executive,Technical Degree,4,M,3,5,5,5,Divorced,7,No,24,1,2,11,2,40,7,6,2,Yes
45,Non-Travel,996,Sales,7,4,142,Manufacturing Director,Medical,1,F,1,3,2,2,Divorced,4,No,16,1,2,3,1,33,4,9,13,No
44,Travel_Frequently,1071,Research & Development,23,1,37,Sales Representative,Medical,2,F,2,6,5,5,Divorced,6,No,25,3,0,12,4,15,1,7,13,No
27,Travel_Frequently,1277,Sales,13,3,131,Research Scientist,Medical,3,F,3,0,1,1,Single,3,No,12,4,1,22,2,39,12,5,9,No
21,Travel_Frequently,420,Human Resources,18,5,149,Manufacturing Director,Sales,3,M,2,5,5,5,Single,5,No,12,1,3,39,1,33,18,5,6,No
31,Travel_Rarely,678,Sales,35,3,119,Sales Executive,Other,2,F,1,1,1,1,Single,3,No,15,2,2,7,3,9,3,15,2,Yes
25,Travel_Frequently,1088,Sales,49,2,57,Healthcare Representative,Technical Degree,1,F,1,2,2,2,Divorced,2,No,17,3,0,0,3,19,13,9,17,Yes
52,Travel_Rarely,382,Sales,21,3,145,Manager,Life Sciences,2,F,4,5,5,5,Divorced,6,No,22,2,1,30,2,17,4,0,7,No
43,Travel_Frequently,311,Human Resources,13,4,40,Human Resources,Other,1,M,1,4,5,2,Divorced,1,No,17,1,3,21,3,28,19,13,9,Yes
54,Non-Travel,442,Research & Development,28,5,78,Manager,Sales,4,F,2,6,5,5,Married,2,No,17,2,2,22,4,26,5,2,3,Yes
45,Travel_Frequently,440,Research & Development,42,2,72,Research Scientist,Medical,1,F,3,1,1,1,Divorced,5,No,10,1,0,32,4,36,7,9,16,Yes
38,Travel_Frequently,109,Human Resources,5,3,115,Manager,Human Resources,1,F,2,5,5,5,Divorced,8,No,25,2,2,38,4,20,10,10,5,Yes
31,Non-Travel,594,Research & Development,17,4,97,Manufacturing Director,Other,3,F,4,2,2,2,Married,7,No,20,3,3,39,4,35,16,11,2,Yes
41,Non-Travel,192,Human Resources,24,2,75,Research Scientist,Other,3,F,4,0,1,1,Married,1,No,11,4,0,19,2,23,13,0,11,Yes
57,Travel_Frequently,1097,Research & Development,47,1,139,Laboratory Technician,Other,3,M,3,0,1,1,Married,8,No,24,3,1,40,3,27,0,7,13,Yes
50,Travel_Frequently,982,Human Resources,38,1,138,Sales Representative,Other,2,F,4,0,1,1,Married,0,No,18,2,0,5,1,18,7,8,10,No
24,Non-Travel,1420,Human Resources,13,4,95,Manager,Technical Degree,3,F,4,5,5,5,Single,1,No,25,2,2,0,3,4,9,0,12,No
47,Non-Travel,1452,Human Resources,14,1,36,Human Resources,Other,1,M,3,0,1,1,Single,0,No,23,1,0,36,1,33,6,8,11,No
21,Travel_Frequently,138,Human Resources,48,5,30,Research Director,Human Resources,1,F,3,3,2,2,Married,1,No,20,4,2,24,2,32,9,7,12,Yes
23,Non-Travel,1366,Human Resources,48,4,128,Research Director,Human Resources,2,F,2,5,5,5,Married,0,No,13,3,2,31,1,26,17,7,10,Yes
32,Travel_Frequently,669,Human Resources,8,3,137,Sales Executive,Other,1,F,4,2,2,2,Married,1,No,17,1,1,3,2,16,10,7,17,No
28,Travel_Frequently,1281,Sales,41,3,80,Healthcare Representative,Technical Degree,1,M,4,1,1,1,Single,5,No,20,3,1,0,1,39,9,7,11,Yes
29,Travel_Rarely,197,Research & Development,11,1,150,Laboratory Technician,Technical Degree,2,F,4,6,5,5,Divorced,3,No,15,4,0,17,1,13,5,8,1,No
59,Non-Travel,580,Research & Development,27,5,85,Sales Executive,Medical,3,F,4,1,1,1,Single,3,No,25,4,3,19,1,28,8,3,11,No
53,Non-Travel,328,Sales,43,1,144,Sales Representative,Other,3,F,2,3,2,2,Single,5,No,20,3,1,12,3,27,12,13,2,Yes
60,Travel_Frequently,667,Human Resources,44,2,31,Healthcare Representative,Technical Degree,3,F,4,4,5,2,Single,1,No,14,2,1,14,2,4,10,0,1,Yes
51,Travel_Rarely,1486,Sales,21,2,72,Human Resources,Medical,1,F,3,1,1,1,Married,4,No,20,2,0,11,3,1,20,8,0,Yes
26,Travel_Frequently,885,Research & Development,23,3,50,Healthcare Representative,Technical Degree,1,M,1,6,5,5,Married,8,No,25,3,1,28,1,32,7,11,2,No
57,Travel_Frequently,1214,Human Resources,27,1,92,Human Resources,Medical,1,F,3,6,5,5,Married,5,No,22,4,0,0,4,6,19,10,11,No
19,Travel_Frequently,1462,Research & Development,25,1,63,Laboratory Technician,Medical,4,M,4,4,5,2,Married,5,No,20,1,1,12,2,29,20,11,11,No
60,Travel_Rarely,576,Research & Development,45,4,63,Research Scientist,Life Sciences,3,F,2,5,5,5,Single,8,No,22,3,2,4,4,33,7,14,15,No
31,Non-Travel,1164,Research & Development,5,3,130,Sales Executive,Other,2,F,4,3,2,2,Single,7,No,14,4,1,6,2,18,3,14,16,No
37,Travel_Frequently,1305,Human Resources,32,1,143,Healthcare Representative,Sales,2,M,4,2,2,2,Married,4,No,24,2,0,11,2,25,14,3,0,Yes
52,Non-Travel,1445,Human Resources,24,4,121,Manufacturing Director,Other,1,M,3,6,5,5,Single,3,No,22,2,2,0,1,0,13,1,3,No
41,Travel_Frequently,549,Research & Development,34,4,65,Research Director,Sales,2,M,3,6,5,5,Single,4,No,19,3,3,17,4,22,13,15,16,Yes
40,Travel_Rarely,1306,Sales,8,3,48,Human Resources,Technical Degree,4,F,1,4,5,2,Divorced,1,No,12,3,2,5,3,36,3,1,7,No
36,Non-Travel,994,Human Resources,38,3,70,Human Resources,Technical Degree,4,F,4,5,5,5,Married,1,No,19,1,1,36,4,17,11,3,6,Yes
39,Travel_Frequently,442,Sales,37,3,125,Sales Executive,Life Sciences,3,F,4,1,1,1,Single,5,No,13,3,1,16,1,19,0,2,15,Yes
42,Travel_Rarely,148,Research & Development,41,5,126,Sales Executive,Medical,1,M,2,5,5,5,Divorced,8,No,10,3,3,35,2,38,3,9,7,No
42,Travel_Rarely,800,Human Resources,38,1,107,Laboratory Technician,Other,1,F,2,1,1,1,Married,5,No,17,4,1,11,4,25,7,0,2,No
33,Travel_Rarely,216,Research & Development,39,1,80,Sales Representative,Life Sciences,1,M,2,4,5,2,Divorced,7,No,15,3,0,9,1,7,1,5,16,Yes
31,Travel_Rarely,448,Research & Development,5,4,53,Research Scientist,Sales,3,F,3,4,5,2,Single,4,No,12,4,3,12,2,33,12,6,16,No
41,Travel_Rarely,845,Sales,27,1,85,Laboratory Technician,Human Resources,1,M,2,2,2,2,Single,1,No,13,2,0,32,2,16,0,6,16,Yes
41,Travel_Rarely,1105,Human Resources,21,1,73,Sales Representative,Technical Degree,2,M,2,2,2,2,Single,8,No,22,4,1,19,3,6,11,14,3,Yes
51,Non-Travel,482,Research & Development,17,2,49,Sales Representative,Medical,2,M,1,5,5,5,Divorced,0,No,22,4,0,9,4,19,0,8,15,No
42,Travel_Rarely,1436,Human Resources,1,5,128,Research Scientist,Life Sciences,2,M,3,3,2,2,Divorced,4,No,20,1,2,14,3,0,7,15,13,No
45,Travel_Frequently,315,Sales,50,3,66,Research Scientist,Other,4,M,3,5,5,5,Married,0,No,20,3,1,34,3,25,2,4,12,Yes
54,Travel_Frequently,638,Human Resources,2,3,59,Sales Executive,Technical Degree,4,M,1,0,1,1,Divorced,5,No,22,3,2,3,3,21,17,14,17,Yes
31,Travel_Frequently,385,Research & Development,25,2,51,Research Director,Medical,4,M,1,2,2,2,Single,6,No,20,3,1,19,4,36,15,8,12,Yes
53,Travel_Frequently,1105,Research & Development,3,5,140,Human Resources,Human Resources,2,M,2,6,5,5,Single,2,No,14,3,3,20,2,12,14,15,11,No
60,Non-Travel,1084,Sales,36,5,46,Manufacturing Director,Medical,1,F,3,3,2,2,Divorced,2,No,16,3,3,25,3,11,17,7,8,No
57,Travel_Frequently,1089,Human Resources,35,1,76,Sales Representative,Medical,3,F,1,4,5,2,Divorced,3,No,16,2,1,28,1,24,5,12,9,No
38,Non-Travel,870,Research & Development,12,5,56,Manufacturing Director,Human Resources,3,F,2,0,1,1,Married,0,No,10,4,2,4,2,33,18,3,16,Yes
30,Travel_Rarely,463,Sales,4,4,108,Manufacturing Director,Medical,4,M,1,3,2,2,Single,6,No,13,2,3,33,4,6,12,5,14,No
27,Travel_Frequently,801,Sales,26,5,64,Manufacturing Director,Other,4,M,1,6,5,5,Married,1,No,14,3,3,37,2,4,5,6,17,No
45,Travel_Frequently,993,Research & Development,38,3,70,Healthcare Representative,Human Resources,3,F,1,2,2,2,Single,3,No,16,1,1,36,2,38,10,15,2,Yes
36,Travel_Frequently,144,Sales,36,5,69,Research Director,Human Resources,4,M,4,5,5,5,Divorced,5,No,23,3,2,22,2,1,10,3,12,No
27,Non-Travel,446,Human Resources,2,1,105,Human Resources,Other,3,F,3,2,2,2,Divorced,6,No,12,4,1,5,2,18,12,5,3,No
51,Non-Travel,998,Human Resources,30,2,31,Laboratory Technician,Sales,1,F,1,4,5,2,Divorced,6,No,12,4,0,18,1,1,9,3,14,Yes
40,Non-Travel,784,Sales,32,3,123,Sales Executive,Sales,2,M,2,5,5,5,Divorced,5,No,17,4,1,39,2,20,15,15,10,No
25,Non-Travel,975,Sales,7,2,105,Manager,Medical,4,F,3,3,2,2,Married,2,No,23,1,0,6,4,6,1,6,4,No
21,Travel_Rarely,683,Research & Development,16,1,113,Sales Representative,Technical Degree,2,F,3,3,2,2,Single,0,No,14,1,1,7,2,27,7,5,15,Yes
30,Travel_Rarely,1181,Sales,21,3,55,Research Director,Life Sciences,4,F,3,0,1,1,Married,2,No,21,2,2,7,1,20,18,14,9,Yes
24,Non-Travel,1483,Sales,40,3,66,Manufacturing Director,Sales,4,M,1,6,5,5,Married,2,No,25,2,2,29,4,1,9,13,3,No
60,Travel_Frequently,1225,Research & Development,49,2,33,Laboratory Technician,Technical Degree,2,F,3,1,1,1,Divorced,5,No,17,3,1,5,3,21,3,10,5,Yes
52,Travel_Rarely,821,Human Resources,30,2,48,Laboratory Technician,Medical,1,M,4,6,5,5,Divorced,3,No,25,3,1,5,4,9,15,10,2,Yes
52,Travel_Frequently,653,Research & Development,4,4,107,Sales Executive,Life Sciences,3,M,2,5,5,5,Divorced,2,No,20,2,3,26,2,39,3,7,3,Yes
49,Travel_Frequently,1108,Sales,36,2,100,Manufacturing Director,Technical Degree,1,M,4,0,1,1,Divorced,7,No,18,3,0,19,3,32,19,10,9,No
28,Travel_Rarely,1043,Sales,32,4,117,Research Director,Life Sciences,3,F,4,5,5,5,Married,3,No,12,3,3,24,1,13,3,2,11,Yes
50,Travel_Rarely,319,Sales,17,5,90,Manager,Medical,3,M,2,6,5,5,Single,6,No,22,3,3,9,2,9,10,10,2,No
57,Travel_Frequently,1077,Human Resources,15,1,46,Healthcare Representative,Technical Degree,3,F,4,4,5,2,Divorced,8,No,10,3,1,28,2,17,15,4,13,Yes
56,Non-Travel,1270,Human Resources,15,3,133,Manager,Technical Degree,1,M,3,3,2,2,Married,2,No,19,2,2,9,4,33,9,0,1,Yes
23,Travel_Frequently,897,Research & Development,46,2,136,Research Scientist,Medical,1,F,3,2,2,2,Single,6,No,19,2,0,28,3,3,13,9,2,Yes
25,Non-Travel,883,Sales,4,1,114,Sales Representative,Technical Degree,1,F,1,3,2,2,Divorced,5,No,25,2,1,33,1,9,2,13,4,Yes
22,Travel_Frequently,916,Sales,21,1,84,Healthcare Representative,Medical,4,M,1,1,1,1,Single,2,No,20,3,0,6,1,20,13,5,11,No
29,Travel_Rarely,744,Sales,16,4,131,Sales Executive,Medical,4,F,4,0,1,1,Divorced,1,No,20,4,3,38,1,37,14,8,3,Yes
50,Travel_Rarely,1304,Human Resources,42,2,119,Manager,Medical,4,M,1,0,1,1,Married,2,No,25,4,0,17,4,18,0,4,9,Yes
33,Travel_Frequently,382,Human Resources,37,1,58,Healthcare Representative,Medical,4,F,1,5,5,5,Single,6,No,15,1,1,18,1,24,19,8,5,Yes
19,Travel_Rarely,975,Research & Development,42,4,76,Research Director,Life Sciences,2,F,2,2,2,2,Married,0,No,21,4,2,24,3,20,0,15,1,Yes
18,Travel_Rarely,781,Sales,31,1,101,Sales Representative,Other,1,F,2,2,2,2,Married,2,No,20,3,1,31,3,20,20,13,6,Yes
50,Non-Travel,1361,Research & Development,16,5,54,Research Scientist,Sales,3,F,2,3,2,2,Married,1,No,14,2,2,12,2,16,2,6,6,No
48,Travel_Rarely,126,Research & Development,46,3,95,Sales Executive,Human Resources,1,M,2,2,2,2,Married,2,No,20,1,1,13,2,39,9,12,8,No
26,Travel_Rarely,1384,Human Resources,25,5,142,Research Director,Life Sciences,4,F,4,0,1,1,Married,0,No,11,3,2,6,3,14,1,3,13,Yes
23,Non-Travel,165,Research & Development,12,2,137,Sales Executive,Medical,4,M,1,1,1,1,Married,2,No,15,1,0,5,3,28,17,14,12,No
50,Travel_Frequently,337,Research & Development,38,5,133,Research Scientist,Sales,1,M,2,2,2,2,Married,2,No,25,3,2,21,3,24,6,7,14,Yes
34,Travel_Frequently,657,Research & Development,12,3,31,Healthcare Representative,Human Resources,1,M,3,4,5,2,Married,4,No,11,4,2,23,1,34,19,1,5,Yes
57,Travel_Frequently,329,Research & Development,8,3,103,Sales Executive,Other,3,F,2,1,1,1,Married,7,No,16,3,1,6,4,5,1,15,10,No
37,Travel_Rarely,304,Sales,19,3,53,Laboratory Technician,Medical,1,F,3,5,5,5,Married,7,No,19,3,1,25,2,35,13,5,6,No
40,Travel_Rarely,328,Research & Development,20,4,134,Manufacturing Director,Technical Degree,4,F,1,4,5,2,Married,0,No,10,4,3,20,1,28,17,15,1,Yes
32,Travel_Frequently,224,Human Resources,29,5,33,Human Resources,Medical,2,F,4,1,1,1,Single,0,No,14,4,3,10,4,33,1,7,2,No
25,Travel_Frequently,677,Human Resources,46,1,55,Laboratory Technician,Human Resources,3,M,2,0,1,1,Single,8,No,15,3,1,35,3,32,0,11,10,Yes
56,Non-Travel,217,Human Resources,16,2,149,Sales Executive,Human Resources,4,M,4,0,1,1,Married,0,No,20,3,0,35,4,37,15,5,11,Yes
30,Non-Travel,440,Human Resources,36,1,138,Sales Representative,Medical,4,F,2,5,5,5,Divorced,5,No,19,2,0,2,2,18,8,2,1,Yes
53,Travel_Rarely,438,Research & Development,24,1,130,Healthcare Representative,Other,3,F,2,0,1,1,Divorced,2,No,14,4,1,35,1,20,11,12,3,Yes
49,Travel_Frequently,788,Sales,21,1,84,Laboratory Technician,Technical Degree,4,M,4,4,5,2,Married,5,No,22,3,0,20,4,19,13,11,17,No
37,Non-Travel,257,Sales,6,1,80,Laboratory Technician,Other,2,F,1,4,5,2,Single,1,No,23,3,1,32,4,17,8,12,8,Yes
41,Non-Travel,974,Sales,14,1,64,Human Resources,Sales,2,M,4,0,1,1,Single,5,No,14,3,1,13,3,30,10,5,0,No
56,Travel_Frequently,641,Research & Development,24,2,135,Sales Executive,Medical,1,F,4,2,2,2,Married,4,No,17,1,1,18,4,9,17,11,15,No
41,Non-Travel,1376,Human Resources,12,3,136,Research Scientist,Technical Degree,2,F,2,6,5,5,Married,8,No,13,3,1,24,4,28,18,9,0,Yes
24,Non-Travel,450,Human Resources,41,1,72,Healthcare Representative,Sales,2,F,3,1,1,1,Single,2,No,13,2,0,5,4,38,3,2,16,Yes
52,Non-Travel,694,Sales,50,1,72,Laboratory Technician,Human Resources,2,M,4,4,5,2,Married,2,No,20,2,1,1,4,18,4,3,0,Yes
21,Travel_Rarely,793,Sales,32,1,52,Sales Representative,Technical Degree,3,M,2,1,1,1,Married,4,No,21,2,0,15,2,36,0,4,2,Yes
18,Travel_Rarely,1355,Human Resources,47,4,116,Research Director,Technical Degree,1,M,1,1,1,1,Married,2,No,10,4,2,1,4,38,11,6,11,Yes
22,Travel_Frequently,342,Sales,37,1,39,Healthcare Representative,Technical Degree,4,F,3,0,1,1,Single,0,No,14,3,0,8,4,29,13,1,5,Yes
47,Travel_Rarely,1259,Human Resources,22,5,54,Human Resources,Life Sciences,1,F,2,1,1,1,Married,7,No,24,2,2,6,2,12,7,12,4,Yes
23,Non-Travel,1175,Sales,10,5,61,Human Resources,Life Sciences,4,F,4,2,2,2,Single,8,No,19,2,3,1,4,22,11,4,1,Yes
35,Non-Travel,1391,Sales,8,5,104,Manager,Life Sciences,1,M,3,6,5,5,Single,4,No,10,2,2,9,4,11,10,5,14,No
58,Travel_Rarely,244,Sales,12,4,118,Manager,Other,1,F,1,6,5,5,Divorced,1,No,16,4,2,19,1,22,7,2,3,No
38,Travel_Rarely,491,Research & Development,47,4,97,Laboratory Technician,Life Sciences,3,M,3,6,5,5,Divorced,2,No,25,1,2,3,1,16,11,0,0,Yes
44,Travel_Rarely,903,Human Resources,22,1,78,Healthcare Representative,Life Sciences,3,F,1,3,2,2,Divorced,2,No,13,4,1,17,3,29,7,8,0,No
34,Travel_Frequently,1010,Human Resources,47,3,86,Manufacturing Director,Human Resources,3,F,2,1,1,1,Married,3,No,21,1,2,33,2,38,12,11,10,Yes
32,Travel_Frequently,325,Sales,10,5,115,Human Resources,Human Resources,1,F,1,1,1,1,Married,0,No,18,3,2,27,1,0,5,15,5,Yes
57,Travel_Frequently,359,Research & Development,43,5,117,Research Director,Other,2,M,3,0,1,1,Divorced,2,No,18,2,3,37,1,20,7,14,11,No
27,Travel_Frequently,1371,Sales,8,3,100,Human Resources,Other,3,M,3,5,5,5,Divorced,8,No,13,4,1,24,1,35,13,11,6,No
29,Travel_Frequently,334,Human Resources,4,2,149,Sales Executive,Life Sciences,2,M,3,3,2,2,Divorced,8,No,17,4,0,28,1,22,7,14,13,No
37,Travel_Frequently,966,Sales,50,1,64,Sales Representative,Human Resources,2,M,4,2,2,2,Married,7,No,13,2,1,8,1,14,17,11,8,Yes
