Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
58,Travel_Frequently,1037,Sales,24,5,77,12320,9856,Research Director,20,Other,1,30-3687157,4,F,3,0,1,1,Divorced,1,Yes,No,24,2,80,2,22,2,9,17,8,1,Yes
59,Travel_Frequently,1254,Human Resources,14,2,43,6880,5504,Sales Representative,16,Life Sciences,1,08-6145411,2,M,4,1,1,1,Married,2,Yes,No,11,3,80,1,18,2,9,7,1,2,No
51,Travel_Frequently,332,Human Resources,16,5,78,12480,9984,Research Scientist,20,Other,1,60-8334063,3,M,1,5,5,5,Divorced,0,Yes,No,22,2,80,2,33,4,37,14,14,4,Yes
35,Non-Travel,946,Sales,13,3,128,20480,16384,Sales Executive,18,Human Resources,1,33-7197383,4,M,1,6,5,5,Married,3,Yes,No,13,2,80,1,31,1,36,14,3,0,Yes
48,Travel_Rarely,863,Human Resources,47,2,83,13280,10624,Human Resources,14,Human Resources,1,83-1082101,2,M,4,1,1,1,Single,5,Yes,No,19,1,80,0,29,3,3,16,13,9,No
38,Travel_Rarely,1033,Human Resources,12,4,96,15360,12288,Sales Executive,18,Medical,1,90-0605506,3,M,1,3,2,2,Single,8,Yes,No,21,4,80,3,40,1,18,7,6,11,Yes
40,Non-Travel,667,Human Resources,26,5,56,8960,7168,Manager,18,Life Sciences,1,59-3287803,4,M,1,3,2,2,Single,7,Yes,No,23,4,80,2,2,2,18,16,5,15,Yes
19,Non-Travel,1495,Human Resources,8,2,108,17280,13824,Research Director,16,Other,1,30-2783639,3,M,4,5,5,5,Single,8,Yes,No,23,3,80,1,9,4,22,0,1,6,Yes
42,Non-Travel,239,Research & Development,18,3,140,22400,17920,Sales Executive,18,Sales,1,74-6879405,2,M,2,4,5,2,Single,2,Yes,No,10,2,80,2,6,2,23,13,2,10,Yes
23,Non-Travel,933,Human Resources,7,2,81,12960,10368,Sales Representative,18,Sales,1,65-9103691,2,M,2,3,2,2,Married,8,Yes,No,17,3,80,0,25,2,39,9,2,13,No
31,Non-Travel,836,Sales,17,4,69,11040,8832,Laboratory Technician,14,Life Sciences,1,35-8495019,2,F,4,6,5,5,Divorced,8,Yes,No,17,1,80,2,0,2,8,0,7,5,Yes
29,Travel_Frequently,1221,Research & Development,5,4,42,6720,5376,Laboratory Technician,14,Human Resources,1,98-6882200,4,M,3,1,1,1,Single,0,Yes,No,14,3,80,2,16,3,23,14,14,15,Yes
55,Travel_Frequently,1184,Human Resources,10,2,34,5440,4352,Healthcare Representative,14,Other,1,27-5760267,1,M,3,1,1,1,Single,1,Yes,No,19,3,80,0,21,4,29,17,15,2,Yes
55,Travel_Frequently,1336,Human Resources,6,3,118,18880,15104,Research Scientist,16,Sales,1,11-7206690,1,M,2,1,1,1,Single,3,Yes,No,24,1,80,2,15,3,4,11,14,6,Yes
38,Travel_Rarely,116,Human Resources,12,4,123,19680,15744,Research Director,20,Human Resources,1,15-4868466,2,M,1,6,5,5,Divorced,5,Yes,No,10,4,80,3,30,1,28,15,5,11,No
32,Travel_Frequently,984,Research & Development,37,1,71,11360,9088,Sales Representative,18,Technical Degree,1,07-4137289,3,F,4,2,2,2,Married,1,Yes,No,18,3,80,0,16,2,28,5,7,10,Yes
42,Travel_Frequently,1333,Sales,12,5,67,10720,8576,Manufacturing Director,14,Other,1,01-6151890,4,F,4,6,5,5,Single,1,Yes,No,23,2,80,3,29,3,30,15,11,5,Yes
24,Non-Travel,555,Human Resources,19,3,39,6240,4992,Laboratory Technician,14,Other,1,60-2123016,4,F,3,4,5,2,Single,1,Yes,No,15,1,80,1,29,3,40,19,9,11,Yes
22,Travel_Frequently,769,Sales,14,5,134,21440,17152,Manufacturing Director,14,Medical,1,58-2601652,1,M,1,2,2,2,Single,8,Yes,No,24,1,80,2,14,4,30,17,12,12,Yes
31,Travel_Frequently,1239,Human Resources,7,2,146,23360,18688,Research Director,16,Other,1,43-9247409,2,F,4,0,1,1,Single,3,Yes,No,17,1,80,1,4,2,22,2,3,3,Yes
37,Non-Travel,1392,Human Resources,37,1,58,9280,7424,Sales Representative,16,Technical Degree,1,54-3188483,2,F,4,1,1,1,Divorced,4,Yes,No,13,3,80,1,3,3,0,6,1,14,Yes
22,Travel_Frequently,237,Human Resources,38,5,71,11360,9088,Manager,18,Medical,1,19-2539598,4,F,1,4,5,2,Married,1,Yes,No,22,3,80,2,36,4,13,17,8,7,Yes
34,Travel_Frequently,1471,Human Resources,46,1,110,17600,14080,Laboratory Technician,16,Medical,1,34-8885842,1,M,2,6,5,5,Divorced,3,Yes,No,20,4,80,0,32,4,18,12,5,6,No
20,Travel_Rarely,1414,Research & Development,5,3,48,7680,6144,Laboratory Technician,18,Medical,1,84-3932122,3,M,4,0,1,1,Single,3,Yes,No,23,3,80,2,6,2,11,17,10,5,No
31,Non-Travel,1143,Human Resources,16,2,95,15200,12160,Sales Representative,16,Medical,1,00-0298264,1,M,3,0,1,1,Married,1,Yes,No,20,2,80,1,39,2,11,15,8,11,No
23,Travel_Rarely,424,Sales,31,5,67,10720,8576,Manager,16,Technical Degree,1,92-7394602,1,F,1,5,5,5,Single,0,Yes,No,25,4,80,2,40,4,26,16,2,12,No
56,Travel_Frequently,1134,Sales,35,1,50,8000,6400,Human Resources,12,Sales,1,18-7107086,2,F,1,2,2,2,Married,3,Yes,No,18,2,80,0,22,2,3,18,3,3,Yes
54,Travel_Frequently,673,Human Resources,45,2,65,10400,8320,Human Resources,12,Technical Degree,1,60-1371829,2,M,1,2,2,2,Single,2,Yes,No,25,2,80,1,28,3,8,15,4,11,Yes
58,Travel_Rarely,613,Research & Development,38,4,119,19040,15232,Sales Executive,14,Human Resources,1,46-2387906,4,F,1,1,1,1,Married,5,Yes,No,25,3,80,3,27,1,34,4,13,4,Yes
53,Travel_Frequently,115,Sales,1,5,102,16320,13056,Research Director,18,Technical Degree,1,05-0814212,1,F,4,0,1,1,Married,1,Yes,No,20,3,80,3,1,4,14,18,4,10,Yes
31,Travel_Frequently,828,Human Resources,33,1,120,19200,15360,Sales Representative,16,Technical Degree,1,59-2947846,4,F,3,1,1,1,Married,8,Yes,No,24,3,80,1,40,2,6,10,9,17,Yes
47,Travel_Rarely,268,Human Resources,45,3,41,6560,5248,Laboratory Technician,18,Technical Degree,1,28-3920243,2,F,2,1,1,1,Married,7,Yes,No,17,2,80,1,5,1,5,7,10,14,Yes
38,Travel_Frequently,803,Sales,37,1,133,21280,17024,Laboratory Technician,18,Medical,1,55-2436159,3,M,2,0,1,1,Divorced,8,Yes,No,17,2,80,1,31,3,29,13,2,16,No
18,Travel_Frequently,1269,Human Resources,22,1,62,9920,7936,Laboratory Technician,14,Human Resources,1,12-8282933,4,M,1,2,2,2,Single,8,Yes,No,14,3,80,0,40,4,32,1,6,14,Yes
46,Non-Travel,879,Research & Development,22,4,114,18240,14592,Manager,16,Technical Degree,1,87-7772274,3,F,4,2,2,2,Single,7,Yes,No,15,2,80,3,30,1,16,13,9,13,No
50,Travel_Rarely,1331,Sales,36,2,122,19520,15616,Research Scientist,20,Technical Degree,1,36-1374936,1,M,3,3,2,2,Married,4,Yes,No,11,3,80,1,38,4,14,13,4,15,Yes
27,Non-Travel,827,Human Resources,39,4,35,5600,4480,Sales Representative,14,Medical,1,70-4720451,2,M,3,6,5,5,Single,8,Yes,No,12,3,80,2,7,2,11,8,3,2,Yes
56,Non-Travel,1054,Human Resources,22,1,87,13920,11136,Laboratory Technician,14,Medical,1,78-1737258,4,M,3,5,5,5,Single,4,Yes,No,20,2,80,1,11,4,4,18,1,8,Yes
25,Non-Travel,604,Research & Development,35,3,76,12160,9728,Human Resources,14,Technical Degree,1,33-7768589,2,F,2,3,2,2,Married,0,Yes,No,23,1,80,2,3,3,3,12,15,1,No
19,Non-Travel,273,Sales,22,1,59,9440,7552,Laboratory Technician,18,Sales,1,36-8749130,1,F,2,4,5,2,Married,0,Yes,No,14,2,80,0,15,4,34,1,5,15,No
42,Travel_Rarely,1014,Human Resources,3,2,60,9600,7680,Healthcare Representative,16,Human Resources,1,33-7741302,3,M,1,2,2,2,Single,5,Yes,No,19,1,80,1,30,3,29,18,15,1,Yes
52,Travel_Frequently,135,Research & Development,47,3,103,16480,13184,Manager,16,Other,1,90-2492907,3,M,1,5,5,5,Single,2,Yes,No,13,1,80,2,19,2,28,8,0,8,No
44,Non-Travel,364,Sales,22,1,62,9920,7936,Healthcare Representative,14,Medical,1,98-6194723,4,F,2,0,1,1,Married,2,Yes,No,23,1,80,0,28,4,1,10,7,3,No
21,Travel_Rarely,1092,Research & Development,36,3,75,12000,9600,Manager,16,Human Resources,1,05-9631097,4,M,4,4,5,2,Married,8,Yes,No,12,4,80,2,10,2,38,12,5,17,Yes
27,Non-Travel,1304,Sales,30,1,45,7200,5760,Healthcare Representative,14,Human Resources,1,87-4911665,4,F,3,1,1,1,Single,2,Yes,No,17,1,80,1,21,4,35,12,12,14,Yes
53,Travel_Frequently,530,Sales,42,1,76,12160,9728,Sales Representative,18,Medical,1,35-5308010,4,M,1,6,5,5,Married,3,Yes,No,21,2,80,0,26,1,10,4,3,8,No
58,Travel_Rarely,555,Research & Development,5,2,121,19360,15488,Manufacturing Director,14,Life Sciences,1,14-6362054,4,M,1,4,5,2,Married,6,Yes,No,24,3,80,1,9,4,4,16,13,6,No
49,Travel_Frequently,1367,Research & Development,24,4,90,14400,11520,Human Resources,16,Life Sciences,1,23-8401696,2,F,4,2,2,2,Single,5,Yes,No,24,4,80,3,21,2,40,12,13,9,Yes
56,Non-Travel,1170,Sales,31,2,144,23040,18432,Sales Executive,14,Technical Degree,1,80-2863116,4,F,1,5,5,5,Married,1,Yes,No,18,3,80,1,22,4,20,17,1,17,No
29,Travel_Rarely,1263,Research & Development,2,4,150,24000,19200,Sales Executive,16,Other,1,22-9495517,3,F,1,0,1,1,Married,8,Yes,No,20,1,80,2,39,1,0,8,11,14,Yes
25,Travel_Rarely,1045,Human Resources,26,4,78,12480,9984,Research Scientist,20,Sales,1,79-1656989,2,F,2,3,2,2,Married,1,Yes,No,17,4,80,3,10,2,12,20,5,6,Yes
57,Travel_Rarely,515,Research & Development,46,3,44,7040,5632,Laboratory Technician,18,Human Resources,1,05-9451628,3,M,3,2,2,2,Single,5,Yes,No,12,4,80,1,29,4,25,6,15,13,Yes
39,Travel_Frequently,1228,Research & Development,6,2,133,21280,17024,Research Director,20,Life Sciences,1,06-7671479,2,M,4,5,5,5,Divorced,5,Yes,No,12,2,80,0,22,1,36,10,6,2,Yes
52,Travel_Rarely,195,Human Resources,13,2,73,11680,9344,Sales Representative,16,Human Resources,1,62-5292855,2,M,3,6,5,5,Married,5,Yes,No,13,3,80,1,39,4,11,13,4,9,Yes
18,Non-Travel,1114,Research & Development,48,2,141,22560,18048,Research Director,18,Sales,1,33-0711502,2,M,4,4,5,2,Single,7,Yes,No,22,3,80,1,37,2,9,10,15,15,No
30,Non-Travel,1141,Research & Development,19,3,49,7840,6272,Sales Representative,18,Other,1,62-0605098,4,M,4,0,1,1,Married,8,Yes,No,25,2,80,2,8,3,40,10,13,11,Yes
32,Travel_Rarely,571,Research & Development,24,1,124,19840,15872,Human Resources,16,Technical Degree,1,34-5208851,2,M,2,1,1,1,Divorced,1,Yes,No,20,1,80,1,40,2,24,8,2,3,No
41,Non-Travel,1470,Research & Development,4,2,55,8800,7040,Manager,16,Life Sciences,1,54-5908665,3,M,2,6,5,5,Single,4,Yes,No,21,3,80,1,14,4,13,4,3,12,No
32,Travel_Frequently,362,Research & Development,50,4,130,20800,16640,Research Director,20,Medical,1,85-9713217,2,F,2,0,1,1,Divorced,6,Yes,No,12,1,80,3,8,1,23,13,10,10,Yes
60,Travel_Rarely,1396,Research & Development,24,3,85,13600,10880,Sales Executive,14,Technical Degree,1,92-4045640,3,M,4,5,5,5,Divorced,5,Yes,No,25,3,80,2,28,3,40,9,5,11,No
49,Travel_Rarely,1058,Sales,39,1,119,19040,15232,Sales Representative,16,Sales,1,71-3515659,4,F,2,6,5,5,Divorced,2,Yes,No,11,3,80,0,11,1,32,13,13,6,Yes
50,Non-Travel,712,Sales,21,1,134,21440,17152,Human Resources,12,Technical Degree,1,91-8020021,2,F,3,2,2,2,Divorced,7,Yes,No,12,3,80,1,0,4,21,6,15,8,No
46,Travel_Frequently,435,Human Resources,2,1,39,6240,4992,Healthcare Representative,16,Sales,1,58-6542467,4,M,3,0,1,1,Divorced,4,Yes,No,18,2,80,0,0,1,5,3,8,5,Yes
46,Travel_Frequently,288,Research & Development,5,4,91,14560,11648,Research Scientist,20,Human Resources,1,70-7405126,4,F,1,2,2,2,Single,2,Yes,No,20,4,80,2,33,4,24,6,5,11,No
25,Travel_Frequently,713,Human Resources,6,5,104,16640,13312,Sales Executive,18,Sales,1,95-4219296,2,F,4,3,2,2,Single,7,Yes,No,23,1,80,3,40,4,30,0,2,15,Yes
18,Travel_Frequently,259,Human Resources,35,4,102,16320,13056,Manufacturing Director,14,Other,1,45-3158846,3,F,2,1,1,1,Married,6,Yes,No,14,4,80,3,3,4,30,19,13,14,Yes
59,Travel_Rarely,264,Sales,15,2,77,12320,9856,Research Scientist,18,Human Resources,1,26-5898803,2,F,2,0,1,1,Single,0,Yes,No,13,3,80,0,27,4,14,9,5,4,No
55,Non-Travel,197,Human Resources,11,4,74,11840,9472,Manufacturing Director,16,Human Resources,1,08-3290459,4,M,1,4,5,2,Single,5,Yes,No,12,1,80,3,26,1,4,18,9,17,Yes
34,Travel_Frequently,596,Sales,24,3,136,21760,17408,Research Director,20,Other,1,22-2417774,3,F,3,5,5,5,Married,1,Yes,No,21,4,80,2,31,2,10,19,3,9,No
30,Travel_Rarely,713,Research & Development,24,4,114,18240,14592,Sales Executive,18,Technical Degree,1,44-7484780,3,M,4,2,2,2,Single,0,Yes,No,16,2,80,2,17,3,22,2,5,8,Yes
18,Travel_Frequently,1242,Research & Development,25,3,137,21920,17536,Research Scientist,20,Technical Degree,1,57-3461925,1,M,1,2,2,2,Married,8,Yes,No,11,4,80,2,24,3,11,17,12,8,No
21,Travel_Frequently,289,Sales,15,1,35,5600,4480,Human Resources,14,Life Sciences,1,89-6007478,2,M,4,5,5,5,Married,3,Yes,No,23,3,80,0,30,1,11,4,1,12,No
46,Non-Travel,163,Human Resources,19,3,81,12960,10368,Sales Representative,16,Life Sciences,1,52-5260966,2,F,2,1,1,1,Divorced,1,Yes,No,23,1,80,2,5,2,3,5,1,6,No
51,Non-Travel,726,Human Resources,13,1,128,20480,16384,Human Resources,14,Technical Degree,1,32-0592367,2,M,1,1,1,1,Divorced,8,Yes,No,11,2,80,0,0,4,30,10,3,11,Yes
58,Non-Travel,230,Human Resources,25,3,39,6240,4992,Laboratory Technician,16,Human Resources,1,94-6934154,1,M,2,0,1,1,Married,7,Yes,No,13,1,80,1,28,3,6,12,5,8,Yes
30,Travel_Rarely,399,Human Resources,33,4,43,6880,5504,Sales Representative,16,Other,1,49-4627469,4,F,1,6,5,5,Single,0,Yes,No,15,2,80,2,17,3,5,18,1,7,Yes
50,Travel_Rarely,1355,Human Resources,1,4,32,5120,4096,Laboratory Technician,16,Technical Degree,1,07-9893634,4,F,2,3,2,2,Single,4,Yes,No,10,3,80,2,32,2,18,13,7,13,No
38,Travel_Rarely,1336,Sales,15,4,37,5920,4736,Sales Representative,16,Human Resources,1,39-0365517,1,M,3,0,1,1,Single,2,Yes,No,18,3,80,2,39,1,20,2,7,0,Yes
57,Travel_Rarely,1153,Sales,15,5,48,7680,6144,Research Director,20,Human Resources,1,02-3499395,4,F,2,2,2,2,Married,0,Yes,No,24,1,80,3,29,1,39,2,7,8,No
48,Travel_Frequently,882,Sales,44,4,104,16640,13312,Research Scientist,20,Life Sciences,1,34-7675965,3,M,4,5,5,5,Single,6,Yes,No,19,4,80,2,28,3,40,14,4,12,No
24,Non-Travel,996,Sales,21,2,74,11840,9472,Sales Executive,18,Technical Degree,1,24-1761090,1,M,4,5,5,5,Married,8,Yes,No,25,1,80,0,35,4,40,14,9,13,Yes
39,Non-Travel,1020,Sales,36,5,35,5600,4480,Manager,16,Sales,1,18-9716523,2,M,4,3,2,2,Divorced,3,Yes,No,15,2,80,3,26,3,18,18,15,6,Yes
40,Non-Travel,542,Sales,33,5,115,18400,14720,Manager,14,Technical Degree,1,20-0857476,1,F,4,1,1,1,Divorced,7,Yes,No,12,4,80,2,25,4,18,1,0,3,No
22,Travel_Frequently,556,Research & Development,39,1,79,12640,10112,Sales Representative,16,Other,1,66-0240731,3,M,1,0,1,1,Married,1,Yes,No,25,1,80,1,22,1,10,20,12,6,Yes
22,Travel_Frequently,697,Human Resources,37,4,140,22400,17920,Research Director,20,Medical,1,39-9388018,2,M,2,1,1,1,Married,5,Yes,No,21,1,80,3,27,2,31,19,15,14,Yes
54,Travel_Rarely,1084,Sales,14,4,53,8480,6784,Human Resources,16,Life Sciences,1,22-9355667,2,M,2,3,2,2,Married,1,Yes,No,11,3,80,3,36,1,6,12,0,10,Yes
42,Non-Travel,111,Human Resources,39,5,78,12480,9984,Research Director,20,Other,1,22-3274244,1,F,1,0,1,1,Divorced,7,Yes,No,14,3,80,3,28,3,18,8,2,9,No
48,Travel_Frequently,1400,Research & Development,30,2,75,12000,9600,Research Scientist,16,Technical Degree,1,81-1038634,4,F,1,3,2,2,Single,8,Yes,No,25,1,80,0,32,3,25,6,9,2,Yes
48,Travel_Rarely,1192,Human Resources,25,5,125,20000,16000,Research Director,20,Technical Degree,1,90-8900542,2,M,4,3,2,2,Single,7,Yes,No,16,3,80,3,4,1,36,11,11,0,Yes
50,Non-Travel,502,Sales,15,1,79,12640,10112,Laboratory Technician,14,Other,1,84-5505599,4,M,1,0,1,1,Divorced,0,Yes,No,21,3,80,0,15,3,32,12,0,14,Yes
49,Non-Travel,921,Sales,29,1,79,12640,10112,Sales Representative,14,Technical Degree,1,12-7512946,4,F,4,4,5,2,Divorced,0,Yes,No,25,4,80,1,25,1,38,16,1,6,No
60,Non-Travel,314,Sales,30,4,68,10880,8704,Manufacturing Director,14,Other,1,19-6736051,1,M,2,1,1,1,Divorced,2,Yes,No,23,2,80,3,0,3,23,16,9,0,Yes
51,Non-Travel,1150,Human Resources,43,4,85,13600,10880,Manager,18,Medical,1,38-9546760,1,M,2,3,2,2,Single,5,Yes,No,22,1,80,3,11,1,1,18,13,6,No
43,Non-Travel,1290,Human Resources,6,3,107,17120,13696,Research Scientist,20,Life Sciences,1,35-3746700,3,F,4,3,2,2,Single,0,Yes,No,10,1,80,1,21,4,0,14,14,11,Yes
42,Travel_Rarely,475,Human Resources,46,5,46,7360,5888,Research Director,16,Sales,1,37-9481572,3,F,2,6,5,5,Married,0,Yes,No,22,3,80,3,14,4,7,14,0,5,Yes
47,Travel_Rarely,1471,Research & Development,22,1,89,14240,11392,Sales Representative,14,Life Sciences,1,27-7483993,2,F,2,2,2,2,Married,0,Yes,No,18,4,80,1,30,4,33,17,13,17,No
48,Travel_Rarely,1384,Research & Development,17,5,108,17280,13824,Human Resources,12,Medical,1,89-9918308,3,M,3,0,1,1,Single,3,Yes,No,20,3,80,3,17,3,9,17,9,15,Yes
41,Travel_Rarely,972,Human Resources,7,4,134,21440,17152,Manufacturing Director,14,Medical,1,81-1834667,1,M,1,5,5,5,Divorced,4,Yes,No,23,2,80,2,12,1,5,0,6,5,No
41,Non-Travel,334,Sales,44,5,141,22560,18048,Sales Executive,16,Other,1,31-8810168,2,F,4,1,1,1,Single,7,Yes,No,10,1,80,3,31,2,22,8,6,14,No
36,Travel_Frequently,1045,Human Resources,7,2,47,7520,6016,Laboratory Technician,16,Medical,1,20-2186614,3,F,1,1,1,1,Divorced,0,Yes,No,12,1,80,0,28,1,31,6,11,11,No
28,Travel_Frequently,690,Human Resources,44,4,89,14240,11392,Sales Executive,16,Technical Degree,1,58-0374589,4,M,3,5,5,5,Divorced,7,Yes,No,24,1,80,2,11,2,40,7,6,2,Yes
45,Non-Travel,996,Sales,7,4,142,22720,18176,Manufacturing Director,16,Medical,1,82-4718640,1,F,1,3,2,2,Divorced,4,Yes,No,16,1,80,2,3,1,33,4,9,13,No
44,Travel_Frequently,1071,Research & Development,23,1,37,5920,4736,Sales Representative,12,Medical,1,56-7142971,2,F,2,6,5,5,Divorced,6,Yes,No,25,3,80,0,12,4,15,1,7,13,No
27,Travel_Frequently,1277,Sales,13,3,131,20960,16768,Research Scientist,18,Medical,1,02-0778327,3,F,3,0,1,1,Single,3,Yes,No,12,4,80,1,22,2,39,12,5,9,No
21,Travel_Frequently,420,Human Resources,18,5,149,23840,19072,Manufacturing Director,14,Sales,1,63-3639548,3,M,2,5,5,5,Single,5,Yes,No,12,1,80,3,39,1,33,18,5,6,No
31,Travel_Rarely,678,Sales,35,3,119,19040,15232,Sales Executive,16,Other,1,80-9435144,2,F,1,1,1,1,Single,3,Yes,No,15,2,80,2,7,3,9,3,15,2,Yes
25,Travel_Frequently,1088,Sales,49,2,57,9120,7296,Healthcare Representative,12,Technical Degree,1,39-9764460,1,F,1,2,2,2,Divorced,2,Yes,No,17,3,80,0,0,3,19,13,9,17,Yes
52,Travel_Rarely,382,Sales,21,3,145,23200,18560,Manager,16,Life Sciences,1,57-0336969,2,F,4,5,5,5,Divorced,6,Yes,No,22,2,80,1,30,2,17,4,0,7,No
43,Travel_Frequently,311,Human Resources,13,4,40,6400,5120,Human Resources,16,Other,1,08-1885442,1,M,1,4,5,2,Divorced,1,Yes,No,17,1,80,3,21,3,28,19,13,9,Yes
54,Non-Travel,442,Research & Development,28,5,78,12480,9984,Manager,16,Sales,1,39-3272751,4,F,2,6,5,5,Married,2,Yes,No,17,2,80,2,22,4,26,5,2,3,Yes
45,Travel_Frequently,440,Research & Development,42,2,72,11520,9216,Research Scientist,16,Medical,1,54-0324505,1,F,3,1,1,1,Divorced,5,Yes,No,10,1,80,0,32,4,36,7,9,16,Yes
38,Travel_Frequently,109,Human Resources,5,3,115,18400,14720,Manager,14,Human Resources,1,83-5648709,1,F,2,5,5,5,Divorced,8,Yes,No,25,2,80,2,38,4,20,10,10,5,Yes
31,Non-Travel,594,Research & Development,17,4,97,15520,12416,Manufacturing Director,14,Other,1,90-8008921,3,F,4,2,2,2,Married,7,Yes,No,20,3,80,3,39,4,35,16,11,2,Yes
41,Non-Travel,192,Human Resources,24,2,75,12000,9600,Research Scientist,18,Other,1,22-9250732,3,F,4,0,1,1,Married,1,Yes,No,11,4,80,0,19,2,23,13,0,11,Yes
57,Travel_Frequently,1097,Research & Development,47,1,139,22240,17792,Laboratory Technician,16,Other,1,40-1840649,3,M,3,0,1,1,Married,8,Yes,No,24,3,80,1,40,3,27,0,7,13,Yes
50,Travel_Frequently,982,Human Resources,38,1,138,22080,17664,Sales Representative,12,Other,1,68-3446179,2,F,4,0,1,1,Married,0,Yes,No,18,2,80,0,5,1,18,7,8,10,No
24,Non-Travel,1420,Human Resources,13,4,95,15200,12160,Manager,16,Technical Degree,1,10-9729302,3,F,4,5,5,5,Single,1,Yes,No,25,2,80,2,0,3,4,9,0,12,No
47,Non-Travel,1452,Human Resources,14,1,36,5760,4608,Human Resources,14,Other,1,40-1496911,1,M,3,0,1,1,Single,0,Yes,No,23,1,80,0,36,1,33,6,8,11,No
21,Travel_Frequently,138,Human Resources,48,5,30,4800,3840,Research Director,20,Human Resources,1,02-2877403,1,F,3,3,2,2,Married,1,Yes,No,20,4,80,2,24,2,32,9,7,12,Yes
23,Non-Travel,1366,Human Resources,48,4,128,20480,16384,Research Director,18,Human Resources,1,33-4183961,2,F,2,5,5,5,Married,0,Yes,No,13,3,80,2,31,1,26,17,7,10,Yes
32,Travel_Frequently,669,Human Resources,8,3,137,21920,17536,Sales Executive,18,Other,1,73-5746903,1,F,4,2,2,2,Married,1,Yes,No,17,1,80,1,3,2,16,10,7,17,No
28,Travel_Frequently,1281,Sales,41,3,80,12800,10240,Healthcare Representative,14,Technical Degree,1,77-0911551,1,M,4,1,1,1,Single,5,Yes,No,20,3,80,1,0,1,39,9,7,11,Yes
29,Travel_Rarely,197,Research & Development,11,1,150,24000,19200,Laboratory Technician,16,Technical Degree,1,42-0102116,2,F,4,6,5,5,Divorced,3,Yes,No,15,4,80,0,17,1,13,5,8,1,No
59,Non-Travel,580,Research & Development,27,5,85,13600,10880,Sales Executive,16,Medical,1,31-5483635,3,F,4,1,1,1,Single,3,Yes,No,25,4,80,3,19,1,28,8,3,11,No
53,Non-Travel,328,Sales,43,1,144,23040,18432,Sales Representative,16,Other,1,85-6428169,3,F,2,3,2,2,Single,5,Yes,No,20,3,80,1,12,3,27,12,13,2,Yes
60,Travel_Frequently,667,Human Resources,44,2,31,4960,3968,Healthcare Representative,16,Technical Degree,1,58-0344234,3,F,4,4,5,2,Single,1,Yes,No,14,2,80,1,14,2,4,10,0,1,Yes
51,Travel_Rarely,1486,Sales,21,2,72,11520,9216,Human Resources,16,Medical,1,42-6833959,1,F,3,1,1,1,Married,4,Yes,No,20,2,80,0,11,3,1,20,8,0,Yes
26,Travel_Frequently,885,Research & Development,23,3,50,8000,6400,Healthcare Representative,14,Technical Degree,1,42-9668317,1,M,1,6,5,5,Married,8,Yes,No,25,3,80,1,28,1,32,7,11,2,No
57,Travel_Frequently,1214,Human Resources,27,1,92,14720,11776,Human Resources,14,Medical,1,93-3153745,1,F,3,6,5,5,Married,5,Yes,No,22,4,80,0,0,4,6,19,10,11,No
19,Travel_Frequently,1462,Research & Development,25,1,63,10080,8064,Laboratory Technician,14,Medical,1,16-3186885,4,M,4,4,5,2,Married,5,Yes,No,20,1,80,1,12,2,29,20,11,11,No
60,Travel_Rarely,576,Research & Development,45,4,63,10080,8064,Research Scientist,20,Life Sciences,1,40-7196888,3,F,2,5,5,5,Single,8,Yes,No,22,3,80,2,4,4,33,7,14,15,No
31,Non-Travel,1164,Research & Development,5,3,130,20800,16640,Sales Executive,16,Other,1,43-6394697,2,F,4,3,2,2,Single,7,Yes,No,14,4,80,1,6,2,18,3,14,16,No
37,Travel_Frequently,1305,Human Resources,32,1,143,22880,18304,Healthcare Representative,14,Sales,1,01-3513434,2,M,4,2,2,2,Married,4,Yes,No,24,2,80,0,11,2,25,14,3,0,Yes
52,Non-Travel,1445,Human Resources,24,4,121,19360,15488,Manufacturing Director,14,Other,1,61-7351858,1,M,3,6,5,5,Single,3,Yes,No,22,2,80,2,0,1,0,13,1,3,No
41,Travel_Frequently,549,Research & Development,34,4,65,10400,8320,Research Director,20,Sales,1,30-3215110,2,M,3,6,5,5,Single,4,Yes,No,19,3,80,3,17,4,22,13,15,16,Yes
40,Travel_Rarely,1306,Sales,8,3,48,7680,6144,Human Resources,14,Technical Degree,1,60-4112840,4,F,1,4,5,2,Divorced,1,Yes,No,12,3,80,2,5,3,36,3,1,7,No
36,Non-Travel,994,Human Resources,38,3,70,11200,8960,Human Resources,16,Technical Degree,1,74-8031474,4,F,4,5,5,5,Married,1,Yes,No,19,1,80,1,36,4,17,11,3,6,Yes
39,Travel_Frequently,442,Sales,37,3,125,20000,16000,Sales Executive,18,Life Sciences,1,93-7346337,3,F,4,1,1,1,Single,5,Yes,No,13,3,80,1,16,1,19,0,2,15,Yes
